SWB_1,SWB_2,SWB_3,FSscore,HOUSING,LIVINGARRANGEMENT,SAVINGSRANGES,EARNERS,MANAGE2,PAREDUC,HHEDUC,KIDS_NoChildren,EMPLOY,agecat,generation,PPEDUC,PPETHM,PPGENDER,PPHHSIZE,PPINCIMP,PPMARIT,PPREG4,PPREG9
4,4,6,53,1,1,6,1,3,5,-1,1,2,2,4,5,1,1,1,7,4,1,2
6,7,7,45,1,2,3,2,2,4,4,0,2,3,3,4,1,2,4,9,1,1,2
7,7,4,69,1,2,5,2,2,5,5,1,8,6,2,5,1,2,3,8,1,3,5
6,6,4,82,1,2,7,2,-1,4,5,1,8,7,1,5,1,1,2,9,1,4,9
5,5,6,56,1,2,6,2,3,4,4,1,2,3,3,4,4,1,3,8,1,3,5
6,6,6,53,1,1,99,1,3,2,2,1,2,5,2,2,1,2,1,3,3,2,3
5,5,5,42,3,3,1,1,3,2,2,-1,2,4,3,2,1,1,3,3,4,4,8
5,5,7,56,1,2,5,2,3,3,3,0,2,3,3,3,1,1,4,7,1,2,4
5,5,7,50,1,2,6,2,3,4,5,0,2,2,4,5,1,2,3,8,1,2,3
6,5,7,49,1,2,4,1,3,5,5,0,99,4,3,5,4,1,5,9,1,3,5
7,7,7,39,2,3,99,1,3,3,3,1,1,3,3,2,4,1,2,1,4,3,7
5,4,5,43,1,2,4,1,3,4,4,0,4,4,2,2,1,2,3,7,1,3,5
6,6,5,53,1,2,4,2,3,3,5,0,2,4,3,5,1,2,4,9,1,1,1
5,5,5,50,1,2,6,2,2,3,3,1,2,4,3,3,1,1,2,8,1,2,3
6,6,7,69,1,1,6,1,3,3,3,1,8,6,2,3,1,1,1,4,2,3,5
5,5,4,51,1,2,6,1,1,2,2,-1,2,5,2,2,1,1,2,8,1,2,4
6,6,2,63,1,1,7,1,3,1,5,0,8,8,1,5,1,1,1,9,3,3,6
4,5,5,34,2,1,5,1,3,3,5,1,2,5,2,5,1,2,1,8,3,3,5
1,1,7,29,3,2,99,3,3,2,2,1,7,1,4,2,2,1,5,1,4,2,4
5,2,6,34,1,3,99,2,2,4,4,0,2,4,3,4,1,1,4,7,1,3,5
7,7,7,45,2,1,3,1,3,1,1,1,5,5,2,3,1,2,2,5,1,4,8
7,4,4,53,2,4,3,2,3,2,2,0,2,4,2,2,2,2,4,3,5,3,7
4,5,3,33,1,2,1,1,1,1,3,0,4,3,3,1,1,1,4,3,1,4,8
3,5,6,51,1,1,5,1,3,4,4,1,1,4,2,4,1,1,1,6,3,1,2
7,7,7,48,1,2,4,2,2,1,3,-1,8,8,1,2,1,2,2,5,1,2,4
6,7,4,42,2,2,-1,1,-1,-1,2,-1,99,3,3,2,4,1,4,2,1,4,9
7,6,6,50,1,2,5,2,3,2,4,1,8,8,1,4,1,2,2,6,1,2,4
7,6,7,69,1,2,7,2,2,4,5,1,8,6,2,5,1,1,2,9,1,3,7
5,4,4,50,2,2,3,1,2,2,2,1,6,3,3,2,1,1,2,1,5,3,5
6,6,6,48,3,3,5,2,2,4,5,1,2,2,4,4,2,1,2,8,4,3,7
4,5,5,44,3,3,98,1,1,2,3,1,3,2,4,2,4,1,4,2,4,4,9
6,6,6,52,2,2,4,1,2,1,4,1,2,2,4,4,4,1,2,2,5,2,3
3,4,5,49,2,4,1,2,2,2,2,1,7,3,3,1,3,1,2,1,4,2,3
6,6,5,47,1,2,5,1,3,5,4,1,2,6,2,4,1,1,2,7,1,2,3
7,7,4,36,3,3,98,3,1,1,3,1,6,4,2,1,3,1,4,4,4,2,3
6,6,6,57,1,2,99,2,2,1,5,0,3,6,2,4,3,2,4,9,1,1,2
6,6,5,50,1,2,7,2,2,5,5,1,2,5,2,5,1,1,2,9,1,3,7
7,7,7,54,1,2,6,2,2,5,5,1,8,6,2,5,1,1,2,8,1,3,5
7,6,7,54,1,2,7,2,3,5,5,0,2,4,3,5,1,2,2,9,1,1,2
7,7,7,42,2,5,3,1,1,2,2,0,4,4,3,2,3,2,4,7,1,4,9
4,4,6,58,1,2,5,2,3,4,4,0,2,4,3,4,1,1,5,8,1,3,7
3,7,7,45,2,1,99,1,3,3,4,1,2,3,3,4,2,2,2,7,4,2,4
7,6,7,60,2,1,6,1,3,4,4,1,2,5,2,4,2,1,1,8,4,1,2
2,3,4,35,3,3,99,2,2,2,2,-1,6,4,2,2,1,1,2,2,4,1,2
6,6,6,60,1,2,7,2,2,2,4,1,8,6,2,5,1,2,2,9,1,3,5
6,6,5,45,1,2,5,2,2,1,3,1,8,8,1,2,1,1,2,3,1,4,9
4,4,6,47,1,2,7,1,1,1,5,0,4,3,3,4,4,2,4,9,1,1,2
7,6,5,51,1,2,5,2,3,2,2,1,8,8,1,2,1,1,2,2,1,3,5
6,7,6,52,1,1,99,1,3,4,4,1,2,4,3,4,1,2,1,8,3,2,4
6,6,7,60,1,1,7,2,3,5,3,0,2,2,4,2,2,2,4,2,5,3,5
7,6,7,25,1,2,3,1,3,3,3,-1,2,5,2,3,1,2,2,4,1,3,5
7,7,7,42,1,2,7,2,3,2,4,1,8,6,2,4,1,1,2,3,1,1,2
5,5,3,44,1,2,3,2,2,1,2,-1,8,7,1,1,1,1,2,2,1,4,9
7,5,6,62,1,2,99,2,2,2,3,1,1,7,2,2,1,2,2,3,1,2,4
6,4,4,21,1,4,7,2,3,3,3,1,8,7,1,3,1,2,3,7,3,4,9
7,1,6,48,1,2,99,2,2,5,5,1,8,7,1,5,1,1,2,6,1,3,5
6,6,6,48,1,2,3,2,2,3,4,1,2,3,3,3,1,2,2,4,1,3,5
6,5,5,38,1,2,6,2,2,2,3,1,2,6,2,2,1,1,2,7,1,2,4
1,1,5,37,-1,1,4,1,3,2,2,-1,7,6,2,2,1,2,1,2,2,4,8
4,5,5,42,2,2,3,1,3,2,3,0,4,2,4,2,1,2,4,3,1,4,8
5,5,5,51,1,2,3,2,2,3,3,1,2,3,3,3,1,1,2,7,1,4,8
2,2,3,52,1,2,5,2,2,5,5,0,8,7,1,5,3,2,2,9,1,2,3
-1,-1,6,56,2,1,3,1,3,3,3,1,8,8,1,3,3,2,1,1,3,4,9
6,6,4,51,1,2,6,2,1,1,5,1,8,6,2,5,4,1,2,7,1,1,2
5,5,5,41,1,2,4,2,1,4,4,1,8,8,1,4,2,2,3,7,3,3,7
5,5,7,46,1,2,99,2,3,4,4,1,2,3,3,4,4,1,4,9,1,1,1
5,5,4,41,1,2,3,2,3,2,4,0,3,2,4,2,1,2,4,4,1,2,3
6,6,6,60,1,2,99,2,2,3,3,1,2,6,2,3,2,1,2,3,1,3,5
4,6,6,67,1,2,6,2,2,2,5,0,4,4,3,2,1,2,3,8,1,3,5
4,4,5,19,1,1,5,1,3,2,2,-1,2,4,3,2,1,1,1,3,4,1,2
4,5,6,48,2,1,4,1,3,5,5,1,2,4,2,5,1,1,1,9,3,2,3
6,6,5,53,1,1,6,1,3,2,2,1,4,8,1,2,1,2,2,3,2,3,5
4,6,3,45,1,2,99,3,3,2,3,0,4,4,2,2,1,2,5,2,1,2,3
7,7,7,59,1,1,99,1,3,4,4,1,8,8,1,4,1,2,1,4,2,4,9
5,6,6,69,1,2,7,2,3,3,5,1,2,2,4,4,1,1,2,8,1,2,4
7,6,6,70,1,2,5,2,3,3,4,1,8,7,1,4,3,1,2,4,1,3,5
5,6,7,51,2,1,5,1,3,5,4,1,2,2,4,4,1,1,1,7,4,2,4
5,5,5,55,1,4,7,1,3,2,4,1,8,6,2,3,1,2,4,9,2,2,4
7,5,5,64,1,2,7,2,3,5,5,1,8,8,1,5,1,1,2,8,1,2,3
5,5,5,55,1,5,98,2,3,5,5,-1,99,5,2,5,1,1,1,8,1,4,9
5,6,4,43,1,2,5,2,3,4,4,0,2,4,3,4,3,1,4,8,1,3,5
7,7,7,80,1,2,99,2,2,2,4,1,8,8,1,2,1,1,2,5,1,3,7
6,6,4,46,1,2,6,2,1,4,4,1,8,7,2,4,1,1,2,8,1,3,5
5,4,5,44,2,2,1,1,2,2,3,0,6,2,4,2,1,1,3,3,1,4,9
5,5,5,45,1,2,99,2,3,3,3,-1,2,5,2,3,4,1,5,8,1,3,7
6,7,6,63,2,2,5,3,2,3,3,1,2,2,4,3,4,2,5,6,1,4,9
4,3,4,51,1,2,99,2,2,5,5,-1,8,6,2,5,1,1,2,7,1,2,3
6,6,6,47,1,2,99,2,3,5,5,1,8,6,2,5,1,2,2,9,1,3,5
5,4,5,47,2,2,4,2,2,5,4,1,2,2,4,4,1,2,2,6,1,4,9
7,6,2,58,2,2,99,1,2,2,2,1,8,8,1,2,1,2,2,7,1,4,9
3,7,7,56,1,2,3,2,2,2,2,0,2,3,3,2,1,2,3,6,1,3,7
7,7,7,37,2,2,4,1,3,4,4,1,2,5,2,4,1,1,2,5,3,2,3
7,7,7,85,1,2,6,2,3,5,5,0,2,3,3,5,1,1,5,9,1,2,4
5,3,4,34,1,2,99,2,3,5,5,1,2,4,3,5,1,2,2,7,1,3,5
7,7,7,53,1,2,7,2,2,2,5,1,8,7,1,2,1,1,2,8,1,1,2
6,6,6,61,1,2,6,2,3,2,5,0,2,4,2,4,1,1,3,9,1,2,4
6,6,7,48,1,2,4,1,3,1,3,-1,8,8,1,2,1,1,3,2,2,4,8
6,6,7,47,1,2,4,2,3,2,5,0,2,4,3,4,1,1,3,9,1,4,9
7,6,1,78,1,-1,7,2,2,4,5,1,8,7,1,4,1,2,2,8,1,2,4
5,5,5,43,1,2,7,2,2,4,4,1,2,5,2,4,1,2,2,9,5,4,8
5,3,4,23,1,2,7,2,2,1,2,1,2,4,2,2,1,2,2,6,1,3,6
2,3,3,36,2,1,7,1,3,5,4,1,7,4,2,4,1,1,1,1,4,2,3
7,7,6,56,1,2,7,1,2,2,2,1,8,6,2,2,1,1,2,6,1,3,7
3,3,6,46,2,1,99,1,3,3,3,1,2,5,2,3,4,2,1,2,3,3,5
4,4,2,41,1,1,6,1,3,2,3,1,8,8,1,3,1,2,1,2,3,1,1
6,6,6,49,2,2,6,2,3,2,3,1,2,4,3,3,1,1,2,8,1,1,1
7,7,7,69,1,2,99,2,3,3,5,0,2,3,3,3,1,1,2,9,1,4,9
4,5,4,45,2,4,3,1,2,3,3,0,2,2,4,3,4,1,4,8,4,1,2
5,6,6,43,1,2,6,2,2,5,5,0,3,3,3,4,1,2,4,9,1,3,5
6,6,6,50,2,2,7,2,2,2,3,1,2,3,3,3,1,2,2,8,1,1,1
6,6,6,60,1,2,7,1,3,3,3,1,8,5,2,3,1,1,2,8,1,2,3
6,6,6,42,1,2,5,1,2,3,5,0,2,6,2,5,1,1,3,9,1,4,9
5,5,5,63,1,2,4,2,2,4,4,0,2,4,2,4,1,1,5,8,1,4,9
5,6,7,48,1,2,2,3,3,5,5,1,2,2,4,5,3,1,3,8,5,4,9
5,5,4,43,1,2,5,1,3,3,5,1,7,6,2,2,1,1,2,7,1,2,4
4,4,4,42,3,3,98,1,1,2,2,1,6,2,4,2,1,1,2,1,4,3,7
6,6,6,50,1,2,6,2,3,4,4,-1,8,7,1,4,1,2,2,6,1,3,5
4,4,3,40,1,1,2,1,3,1,2,1,2,6,2,2,1,2,1,3,4,4,9
6,6,7,45,1,2,5,1,3,5,5,0,2,2,4,5,1,1,3,7,1,2,3
6,5,4,63,1,2,4,2,3,2,2,1,8,8,1,2,1,2,2,6,1,2,3
2,2,4,53,2,4,2,1,1,5,3,1,1,2,4,3,2,1,2,3,4,2,3
6,6,7,48,1,2,3,2,3,5,3,0,2,2,4,3,1,1,3,2,5,3,6
7,4,7,42,2,1,3,1,3,1,3,0,2,2,4,3,4,1,2,3,4,4,8
4,4,5,38,2,2,99,-1,2,4,-1,-1,99,2,4,4,1,1,2,8,4,2,3
3,3,1,28,1,1,2,1,3,3,3,0,2,6,2,3,1,2,1,3,3,3,5
7,4,6,53,1,1,6,1,3,2,2,1,8,8,1,2,1,2,1,2,3,3,5
4,6,5,55,1,1,4,1,3,3,4,0,2,3,3,4,1,1,2,7,3,4,9
7,7,6,42,-1,2,6,2,2,2,5,1,8,6,2,5,1,2,2,6,1,1,2
6,6,6,45,3,3,5,2,1,4,4,-1,1,2,4,4,1,1,3,8,4,3,6
5,6,6,40,1,5,5,2,3,4,4,1,8,6,2,3,1,2,2,6,2,2,3
7,7,5,35,1,5,3,1,3,2,2,1,2,4,3,2,4,1,4,2,1,1,2
6,6,7,55,1,2,7,2,3,5,5,0,99,4,2,5,1,1,4,9,1,1,2
6,6,5,51,1,1,5,1,3,5,2,1,2,5,2,3,1,1,1,7,3,4,9
5,6,6,58,1,2,5,1,3,4,4,1,2,2,4,4,1,1,2,8,5,4,9
6,6,6,44,1,2,7,2,3,5,5,1,2,4,2,5,1,2,2,6,1,2,4
5,5,5,85,2,1,2,1,3,2,3,-1,5,2,4,2,1,1,4,1,4,4,9
6,6,4,53,1,1,4,1,3,3,3,0,2,4,2,3,1,2,3,8,3,1,2
6,6,6,57,1,2,4,2,3,5,5,1,2,5,2,5,1,1,2,9,1,3,5
7,7,7,72,2,4,99,2,3,4,5,1,2,5,2,5,1,2,2,9,4,1,1
7,7,6,60,1,2,5,2,2,2,2,1,8,7,2,2,1,2,2,3,1,2,3
2,2,2,34,3,3,4,2,1,5,5,1,1,4,2,1,4,1,2,1,4,4,9
6,6,3,55,1,2,4,2,3,2,2,1,7,4,2,2,1,2,1,9,1,2,4
6,6,6,44,1,2,6,2,2,4,4,0,2,5,2,4,1,1,4,9,1,2,3
6,7,7,61,2,2,6,1,3,5,4,0,99,3,3,4,1,1,3,8,1,4,9
2,2,2,39,3,1,1,-1,3,1,2,1,8,6,2,2,3,2,1,4,1,4,9
5,6,7,59,1,1,5,1,3,2,3,1,2,4,2,3,1,1,1,4,4,3,7
7,7,6,60,1,2,7,2,3,2,4,1,8,8,1,4,1,1,2,7,1,3,6
5,6,6,42,1,2,2,2,2,2,2,1,8,8,1,2,2,2,2,4,1,3,5
5,4,3,49,2,1,6,1,3,5,3,1,2,4,3,3,1,1,1,2,4,2,4
5,4,7,45,1,2,6,2,2,2,3,1,8,7,1,3,1,1,2,5,1,2,4
5,7,7,52,1,1,6,1,3,5,5,1,5,2,4,5,1,1,1,3,5,4,8
5,5,6,42,2,2,7,2,2,4,4,0,2,2,4,3,4,2,1,6,4,4,9
6,6,6,61,1,2,7,2,1,5,5,1,8,6,2,5,1,2,2,8,1,2,3
7,7,7,47,2,1,99,1,3,1,1,0,1,4,3,1,4,2,2,1,3,3,7
5,6,6,44,2,1,4,1,3,2,2,1,2,5,2,2,2,2,1,5,4,1,2
6,7,7,53,1,2,4,2,3,4,4,1,2,2,4,4,1,2,2,6,5,3,5
4,3,3,46,1,2,99,2,3,2,3,0,7,4,3,2,1,1,2,8,1,1,2
6,6,7,51,2,1,5,1,3,4,5,1,2,2,4,5,1,2,2,2,4,2,4
6,6,6,31,1,2,2,1,3,2,2,1,8,6,2,2,1,1,2,5,1,2,3
4,4,4,50,2,2,3,2,3,3,3,0,2,1,4,2,1,2,3,6,5,1,1
7,7,4,85,1,2,7,2,3,5,5,1,8,6,2,5,1,1,1,7,1,3,6
4,5,7,50,2,4,98,2,1,1,3,1,5,1,4,3,4,1,5,4,4,1,1
5,7,7,46,2,2,1,2,1,2,5,0,2,4,2,3,2,2,5,9,1,1,2
7,7,6,49,1,2,4,2,2,2,4,-1,8,6,2,4,1,2,3,7,1,2,4
5,7,7,45,1,2,4,2,2,5,5,1,2,5,2,4,1,1,2,8,1,2,4
4,4,6,42,2,1,3,1,3,2,2,0,3,4,3,2,2,2,1,2,3,3,5
4,4,5,48,2,1,7,1,3,3,2,1,2,4,3,2,1,2,1,8,4,4,9
6,5,7,51,1,2,7,3,3,2,4,0,3,6,2,4,3,1,3,7,1,3,7
5,4,7,39,1,2,2,2,3,4,5,0,2,4,3,4,1,1,4,8,1,2,3
7,7,4,42,1,2,6,1,3,1,5,1,8,8,1,5,1,1,2,8,1,2,3
7,7,7,66,1,2,5,1,3,4,4,0,2,3,3,4,4,1,4,8,5,4,9
5,5,4,67,1,1,6,1,3,5,5,1,8,8,1,5,1,1,1,9,4,1,1
7,7,7,42,2,3,1,3,3,5,2,-1,3,2,4,2,2,2,2,1,4,2,3
6,6,5,56,1,1,7,1,3,2,5,1,2,3,3,5,1,1,1,6,4,2,3
5,6,7,44,3,3,4,3,1,3,4,1,3,1,4,3,1,2,5,9,4,4,9
7,6,5,82,1,4,6,1,3,1,1,1,6,3,3,2,1,1,1,4,4,4,9
7,7,7,59,1,2,7,2,3,3,3,1,8,6,2,3,1,1,2,7,1,2,3
3,3,3,56,1,2,3,2,3,4,4,1,2,3,3,3,1,1,2,7,3,1,2
6,6,6,47,2,2,4,2,3,4,4,1,2,1,4,4,1,2,5,9,4,3,5
1,2,1,39,2,2,2,2,2,2,2,1,8,7,1,2,1,1,3,3,1,4,9
3,3,4,42,1,1,5,1,3,4,4,1,2,2,4,4,1,1,1,2,4,3,5
6,6,6,50,2,2,5,2,2,5,5,1,2,2,4,5,1,2,2,9,1,3,5
2,1,4,22,2,1,4,1,3,2,2,1,8,6,2,2,1,1,3,4,3,4,9
5,5,6,57,2,1,6,1,3,1,3,1,8,7,1,3,1,2,1,7,3,4,9
5,5,5,56,2,2,2,1,3,2,2,0,4,2,4,2,1,2,4,2,1,4,8
6,7,6,38,3,3,4,3,1,3,5,1,2,2,4,3,3,2,4,9,4,4,9
6,6,6,46,1,2,7,1,1,1,4,1,8,6,2,4,1,2,2,9,1,4,9
4,5,5,43,2,4,4,-1,2,5,5,1,3,1,4,2,3,1,4,8,4,3,5
6,7,2,73,1,2,99,1,3,1,3,1,6,6,2,3,2,1,1,8,1,3,7
5,5,4,49,1,2,5,2,3,2,5,0,2,5,2,4,3,2,4,8,1,4,9
4,5,3,52,1,2,3,1,2,2,2,0,1,4,3,2,1,2,2,5,1,2,3
5,6,6,54,3,3,98,2,2,2,3,1,1,2,4,2,4,1,5,6,4,3,7
4,4,6,43,1,2,5,2,2,4,4,0,2,4,2,4,1,1,4,8,1,3,7
7,7,7,53,1,2,99,2,2,2,2,1,2,6,2,2,1,2,1,4,1,2,3
5,4,5,48,1,2,7,1,2,2,2,1,2,3,3,2,1,1,2,7,1,3,6
5,6,7,34,3,3,4,2,1,4,4,1,3,1,4,3,1,1,4,7,4,3,7
7,7,5,64,1,2,4,2,3,5,5,0,2,5,2,5,1,1,3,8,1,4,8
6,7,5,44,1,2,7,2,2,2,5,-1,8,8,1,4,1,2,2,7,1,3,7
6,6,6,44,1,2,5,2,2,2,3,0,2,6,2,2,1,1,2,9,2,1,1
7,-1,-1,56,3,2,4,2,3,5,5,1,8,8,1,5,1,1,2,8,1,3,5
7,7,7,78,1,2,7,-1,3,2,4,0,8,6,2,4,1,1,3,8,1,3,7
4,2,2,63,1,1,6,1,3,3,4,1,8,8,1,4,1,2,1,2,3,4,8
6,7,4,51,1,2,99,3,2,3,4,0,4,4,3,3,4,2,5,1,1,4,8
5,5,7,39,2,2,3,1,2,2,3,0,4,3,3,2,1,2,4,2,1,3,6
6,6,6,54,1,2,7,1,3,5,5,0,2,4,2,5,1,1,3,9,1,3,7
5,5,6,45,1,2,7,1,2,4,5,0,2,3,3,4,3,1,5,9,1,4,9
4,4,4,39,2,2,2,2,3,4,4,1,2,2,4,2,1,1,1,4,1,3,6
6,7,6,37,2,4,2,3,2,2,3,-1,3,6,2,3,3,2,2,2,3,3,5
5,7,5,53,1,2,5,1,2,4,4,0,2,2,4,4,1,1,5,4,1,2,4
6,6,7,50,1,2,4,2,3,3,5,0,2,3,3,5,1,1,4,7,1,2,4
5,5,5,40,1,3,6,2,1,2,3,1,3,1,4,3,3,1,3,7,4,3,5
7,7,7,49,2,1,1,1,3,2,2,0,2,3,3,1,1,2,2,1,3,3,6
4,5,4,48,1,2,99,2,2,5,5,1,8,8,1,5,1,1,2,6,1,4,9
7,7,7,57,1,2,7,1,2,5,5,0,4,3,3,4,1,2,4,8,1,3,5
4,3,5,32,2,3,99,2,1,3,3,1,6,1,4,2,1,1,4,2,4,3,7
5,6,6,37,1,2,5,1,3,5,5,0,4,3,3,3,1,2,5,9,1,3,6
6,5,6,52,1,2,4,2,2,4,4,0,1,6,2,4,1,2,2,5,1,2,3
3,3,2,47,2,1,4,1,3,2,2,1,1,4,3,2,1,1,1,1,4,3,5
3,3,6,25,2,4,3,3,2,4,4,-1,2,1,4,4,1,2,5,9,4,3,6
6,6,6,52,1,2,7,1,3,4,5,0,2,2,4,5,1,1,3,7,1,2,3
3,7,7,52,3,3,4,3,2,3,4,1,2,2,4,3,1,1,4,6,4,4,9
5,5,7,47,1,2,5,2,2,2,2,0,8,7,1,2,3,1,3,4,1,1,1
3,2,4,55,1,2,3,2,3,2,2,0,8,6,2,2,1,2,4,4,1,1,2
1,5,1,64,1,1,3,-1,3,1,1,1,8,8,1,1,1,2,1,1,2,2,4
3,5,6,66,2,4,5,1,3,1,3,1,2,6,2,3,2,2,3,8,4,4,9
2,6,3,47,2,2,3,2,2,3,2,1,8,8,1,5,2,2,2,6,3,1,2
3,5,7,47,1,2,3,2,2,2,2,-1,8,7,1,2,1,2,3,6,3,2,3
7,7,7,62,1,2,7,2,3,2,5,1,2,6,2,5,1,1,2,9,1,4,9
5,5,6,52,1,2,7,2,2,5,5,1,8,8,1,5,3,1,2,8,1,4,9
5,5,5,53,1,2,99,2,2,2,4,0,7,6,2,4,1,1,4,8,1,1,1
5,4,2,62,1,2,6,2,3,2,2,1,8,6,2,2,1,2,2,4,1,2,4
6,6,7,58,1,2,7,2,3,4,4,1,2,4,2,4,1,1,2,9,1,3,5
2,2,3,62,1,1,4,1,3,2,5,0,2,1,4,1,1,2,3,7,4,4,8
5,5,6,49,1,2,5,2,3,5,5,0,2,3,3,4,1,1,4,8,1,4,8
4,6,6,36,2,2,4,3,2,2,2,1,2,2,4,2,3,1,2,4,5,4,9
7,1,7,70,1,2,99,2,2,2,2,1,8,7,2,2,2,2,2,4,1,3,5
7,-1,-1,31,1,2,99,1,2,1,2,1,4,4,3,1,4,2,5,1,1,2,3
7,7,7,56,3,1,6,1,3,2,2,-1,8,8,1,2,4,1,1,2,2,3,5
5,5,6,41,2,4,3,3,3,1,2,0,3,3,3,2,1,2,5,2,4,2,4
7,7,7,79,1,1,3,2,2,4,4,0,2,4,3,4,1,1,3,8,1,4,8
6,5,6,29,2,2,4,2,1,1,4,1,8,7,1,1,1,1,2,3,1,2,4
4,5,6,53,1,2,7,2,2,5,5,0,8,6,2,5,4,1,2,8,1,1,2
5,5,7,52,3,2,5,1,2,1,2,1,7,2,4,3,4,1,5,2,4,4,9
1,1,1,36,2,2,2,1,1,3,2,1,6,4,3,1,1,2,2,1,3,3,7
6,6,6,53,1,2,6,1,3,2,3,-1,4,8,1,3,1,2,2,8,1,4,9
1,1,1,60,1,2,7,2,2,3,3,1,2,6,2,3,1,2,2,7,1,2,4
5,7,7,38,1,2,4,1,3,2,2,0,2,4,3,2,1,2,1,4,1,4,8
4,2,2,37,2,2,2,3,1,3,3,1,2,2,4,3,4,1,3,2,5,3,7
5,5,5,54,1,2,5,2,3,3,3,0,4,6,2,3,1,2,3,7,1,4,9
5,6,7,49,1,2,4,2,3,4,5,0,1,4,3,5,1,1,4,9,1,4,9
7,7,3,62,1,2,6,2,2,5,5,1,8,8,1,5,1,1,2,9,1,4,9
7,7,7,54,1,2,7,2,2,2,5,-1,3,7,1,5,1,2,2,8,1,4,9
7,5,7,56,1,2,5,2,2,4,4,1,8,7,1,4,1,1,2,8,1,3,6
7,3,1,44,1,2,99,2,2,3,3,-1,8,6,2,3,1,2,2,5,1,3,5
6,6,5,53,1,1,5,1,3,-1,4,-1,8,8,1,4,3,2,1,6,2,3,7
5,5,5,54,1,2,7,2,1,4,5,1,8,4,2,5,1,2,2,8,1,3,7
6,7,7,54,2,2,6,2,2,3,5,0,2,2,4,5,3,2,3,7,1,3,7
5,6,6,57,1,2,6,1,3,3,4,1,8,5,2,2,1,2,2,9,1,1,2
3,4,7,50,2,3,5,3,1,-1,3,1,3,2,4,3,4,1,5,4,4,4,9
5,5,5,56,1,2,7,2,3,3,4,1,6,3,4,3,1,1,2,7,1,2,3
7,5,4,15,1,2,2,1,2,1,4,0,8,8,1,1,4,2,3,2,3,3,7
6,7,7,55,2,2,4,2,2,3,4,1,2,2,4,4,4,1,2,6,5,3,6
6,6,5,45,1,2,5,2,2,3,5,1,4,4,2,3,1,2,3,9,1,2,4
6,4,5,47,1,2,99,2,3,2,5,-1,2,5,2,3,3,1,2,8,1,3,5
5,6,6,39,2,2,3,2,3,2,3,0,2,2,4,3,1,2,4,3,1,3,5
5,5,5,36,2,2,2,2,2,3,3,1,3,2,4,3,1,2,2,4,1,4,8
7,7,7,75,1,3,7,3,2,3,3,1,2,3,3,3,3,2,5,5,4,4,9
6,7,7,49,2,2,3,2,3,2,3,0,2,2,4,3,4,1,3,8,1,3,5
6,6,7,47,1,2,5,2,2,2,3,0,8,5,2,3,1,2,2,9,3,3,5
5,-1,-1,50,1,2,3,2,2,2,2,0,6,6,2,2,1,2,2,7,1,1,2
3,3,2,39,3,2,4,2,2,3,3,0,8,6,2,3,1,2,2,4,1,2,4
6,6,6,62,1,2,6,2,2,4,5,0,3,4,3,4,1,2,4,9,1,2,4
6,7,7,53,1,2,5,1,3,-1,4,0,2,5,2,4,2,1,2,8,1,3,7
4,4,4,42,2,1,7,1,3,3,3,1,2,5,2,3,3,1,1,7,4,4,9
5,4,4,41,3,3,98,2,1,2,3,1,7,1,4,2,1,1,5,6,4,2,4
4,3,6,34,3,3,1,2,1,2,2,1,6,4,3,2,1,1,3,1,4,1,2
7,6,7,55,1,2,7,2,2,1,2,-1,8,8,1,2,1,1,2,7,1,1,2
7,7,7,67,1,2,6,2,3,2,5,0,99,4,3,2,4,2,4,8,1,4,9
4,5,6,43,3,2,3,2,3,2,3,1,2,1,4,3,1,2,4,6,4,2,4
6,7,5,48,1,2,98,3,3,3,3,0,99,4,3,3,1,1,5,2,1,3,6
5,5,5,54,1,2,7,2,1,4,5,1,8,8,1,5,1,2,2,8,1,1,2
7,7,7,57,1,2,6,2,3,4,4,-1,8,5,2,4,2,1,2,9,1,3,5
6,7,7,51,2,5,99,2,2,2,4,1,3,1,4,2,3,1,3,6,5,1,2
5,5,6,58,1,2,99,2,2,5,5,0,2,5,2,5,1,1,2,8,1,1,2
4,2,4,14,2,4,2,2,1,1,4,1,8,8,1,2,4,1,3,1,1,3,5
6,4,7,50,2,2,3,2,3,2,2,0,2,2,4,2,4,1,3,4,1,4,9
7,5,7,65,1,1,6,1,3,4,5,1,8,8,1,5,1,2,1,7,4,2,4
7,6,7,47,1,2,7,1,2,5,5,1,4,7,1,4,1,2,2,9,1,3,7
5,3,5,46,1,2,5,2,3,3,4,1,3,2,4,3,2,2,1,7,1,4,9
5,5,7,37,2,1,4,1,3,1,1,1,2,4,3,1,1,2,1,2,4,1,2
7,7,7,47,2,4,3,3,2,3,3,1,6,3,3,2,1,2,5,8,4,3,5
4,3,3,37,2,4,3,2,2,5,5,1,6,4,2,4,1,2,2,3,3,4,8
6,7,7,77,1,1,5,1,3,2,2,-1,1,4,2,2,1,2,1,7,4,4,8
7,7,7,85,1,2,6,2,2,2,4,0,2,3,4,3,1,1,3,7,1,3,5
7,6,7,42,1,2,5,2,3,2,5,0,2,4,3,5,1,1,5,9,1,3,5
7,6,6,66,1,2,5,2,2,5,5,1,1,2,4,5,1,1,2,8,1,3,5
7,7,7,44,2,2,3,2,3,2,2,0,2,4,3,1,4,2,4,3,1,4,8
6,6,4,51,1,2,6,2,2,3,4,0,1,7,2,3,1,1,3,7,1,3,5
3,5,6,32,1,2,99,1,2,3,3,0,4,3,3,3,4,2,5,3,1,4,9
